,Date,Tweet,Tweet Source,Retweets,Likes,Location,Clean Tweet,SS
1442,2020-12-24 08:18:12,@ndtv Support new farm laws to save farmers from mandi cartels. Farmers have a right to sell to anyone who offers them the highest price. #FarmerProtestPolitics #FarmersWithModi #FarmersBill2020 #FarmerProtest #FarmerProtest2020 #FarmersBill,Twitter Web App,0,0,,support new farm laws save farmers from mandi cartels farmers have right sell anyone who offers them the highest price,NEGATIVE
1443,2020-12-24 08:17:11,@ndtv Support new farm laws to save farmers from mandi cartels. Farmers have a right to sell to anyone who offers them the highest price. #FarmerProtestPolitics #FarmersWithModi #FarmersBill2020 #FarmerProtest #FarmerProtest2020 #FarmersBill,Twitter Web App,0,1,,support new farm laws save farmers from mandi cartels farmers have right sell anyone who offers them the highest price,NEGATIVE
1444,2020-12-24 08:15:38,@ndtv Support new farm laws to save farmers from mandi cartels. Farmers have a right to sell to anyone who offers them the highest price. #FarmerProtestPolitics #FarmersWithModi #FarmersBill2020 #FarmerProtest #FarmerProtest2020 #FarmersBill,Twitter Web App,0,1,,support new farm laws save farmers from mandi cartels farmers have right sell anyone who offers them the highest price,NEGATIVE
1445,2020-12-24 08:15:31,@ndtv Support new farm laws to save farmers from mandi cartels. Farmers have a right to sell to anyone who offers them the highest price. #FarmerProtestPolitics #FarmersWithModi #FarmersBill2020 #FarmerProtest #FarmerProtest2020 #FarmersBill,Twitter Web App,0,0,,support new farm laws save farmers from mandi cartels farmers have right sell anyone who offers them the highest price,NEGATIVE
1446,2020-12-24 08:15:21,@ndtv Support new farm laws to save farmers from mandi cartels. Farmers have a right to sell to anyone who offers them the highest price. #FarmerProtestPolitics #FarmersWithModi #FarmersBill2020 #FarmerProtest #FarmerProtest2020 #FarmersBill,Twitter Web App,0,0,,support new farm laws save farmers from mandi cartels farmers have right sell anyone who offers them the highest price,NEGATIVE
1447,2020-12-24 08:10:36,"At this point, I don't even want to explain anyone why Farm Bill is actually good. I just tag them ""uneducated with lack of research"" in my head and move on. 🙏
#FarmersBill https://t.co/pq3MJZy181",Twitter for Android,0,1,,this point dont even want explain anyone why farm bill actually good just tag them uneducated with lack research head and move,NEGATIVE
1448,2020-12-24 08:06:45,"@RahulGandhi submits memo against #FarmLaws2020 to Hon. #President of #India 
Has @rashtrapatibhvn handed him over copy of @INCIndia election manifesto 2019 fvg #FarmersBill ? https://t.co/nYRFtGozSZ",Twitter for Android,0,0,भारत,submits memo against hon has handed him over copy election manifesto fvg,NEGATIVE
1449,2020-12-24 08:03:52,Save indian farmer #BoycottRelianceProducts #EVM_हटाओ_किसान_बचाओ #FarmersBill #KisanHaiToDeshHai #FarmersBeforeCorporations #Kisan_Ekta_Zindabad #KisanHaiToDeshHai #FarmersDoneWithModiJumlas #FarmersProtestDelhi @JoeBiden @JustinTrudeau @BarackObama @Lakhasidhana1 https://t.co/mzk5Fe0bnx,Twitter for iPhone,0,1,,save indian farmer ओ_कसन_बचओ,POSITIVE
1450,2020-12-24 08:00:57,"@TimesNow @republic @ZeeNewsEnglish @ZeeNews @NDTV @IndiaToday PLS ASK PAPPU 2 ELABORATE ON APMC ..IM SURE U WL HV A HILARIOUS TIME‼️

#FarmersProtestHijacked #farmersrprotest #FarmersWithModi #FarmersProtests #farmersday #Farmers #FarmersBill #FarmersBill2020 https://t.co/6UyXjUMFrJ",Twitter Web App,1,1,NYC,pls ask pappu elaborate apmc sure hilarious time,POSITIVE
1451,2020-12-24 07:59:30,"#FarmersProtets: #WATCH: Rahul sets out for Rashtrapati Bhawan with 2Cr signatures against new farm laws | Opinion Express TV. #RahulGandhi #PriyankaGandhi #FarmLaws #FarmLaws2020 #FarmersBill #RamNathKovind @RahulGandhi @priyankagandhi @rashtrapatibhvn 
https://t.co/SNmStB0QR7",Twitter Web App,0,2,India,rahul sets out for rashtrapati bhawan with signatures against new farm laws opinion express,POSITIVE
1452,2020-12-24 07:55:11,"Those were involved in protest against @mlkhattar , charged under attempt to murder. Where is Right to Protest ? #supremecourtofindia #FarmersBill #periyarforever #विपक्ष_किसानों_का_साथ_दो #khattaryogikissanvirodhi #किसान_एकता_जिंदाबाद #किसान_विरोधी_नरेंद्र_मोदी @pbhushan1",Twitter for iPhone,3,0,"Punjab, India",those were involved protest against charged under attempt murder where right protest पकष_कसन_क_सथ_द सन_एकत_जदबद सन_वरध_नरदर_मद,NEGATIVE
1453,2020-12-24 07:46:47,"Truckloads of signed letters from farmers... #FarmersBill

Rahul Gandhi, Priyanka Gandhi and the several workers walk to meet President Kovind to submit letters from more than 2 crore farmers against the #FarmBills2020 https://t.co/bUZwH4PhDN",Twitter for Android,0,3,Bangalore ,truckloads signed letters from farmers rahul gandhi priyanka gandhi and the several workers walk meet president kovind submit letters from more than crore farmers against the,NEGATIVE
1454,2020-12-24 07:40:24,@diljitdosanjh why don't you summarize all the concerns of #Farmers on #FarmersBill and discuss one on one live on any TV channel with Shri @AmitShah / @PiyushGoyal,Twitter for Android,0,0,,why dont you summarize all the concerns and discuss one one live any channel with shri,NEGATIVE
1455,2020-12-24 07:30:30,".@RahulGandhi ji, @ghulamnazad ji and @adhirrcinc ji submit a memorandum against the three farm bills to the President of India. #CongressMarchForFarmers
#FarmersProtests #FarmersBill https://t.co/kgsQfyoor8",Twitter for Android,0,1,"Mumbai, India",and submit memorandum against the three farm bills the president india,NEGATIVE
1456,2020-12-24 07:30:18,Finally congress overt support to protest against #modi govt congress facade hv come out now congress inciting Punjab against #FarmersBill #CongressMarchForFarmers,Twitter for iPhone,0,0,,finally congress overt support protest against govt congress facade come out now congress inciting punjab against,NEGATIVE
1457,2020-12-24 07:30:00,"I love our farmers.I love the sikhs. Both the backbone of our country.

But,I agree with the #FarmersBill.. it’s helped a lot of farmers from other states.

Never been more torn.

If this is is only a political agenda.. as it seems to be, how unfortunate.

#FarmersProtests",Twitter for iPhone,0,2,India,love our farmersi love the sikhs both the backbone our country buti agree with the its helped lot farmers from other states never been more torn this only political agenda seems how unfortunate,NEGATIVE
1458,2020-12-24 07:28:44,Need a nationalised debate which can be streamed across all mediums to get facts on #FarmersBill . Too much of misinformation floating around and political scavengers on the prowl. Effort in the direction to break india needs to stop @nstomar @ARanganathan72 @sardesairajdeep,Twitter for iPhone,1,4,"Mumbai, India",need nationalised debate which can streamed across all mediums get facts too much misinformation floating around and political scavengers the prowl effort the direction break india needs stop,NEGATIVE
1459,2020-12-24 07:23:06,"#Emergency #CongressMuktBharat or progress in 🇮🇳 
Can’t have liars to lead India
Politicians with memory loss abd U turn 
#Kejriwal 
#SharadPawar 
#RahulGandhi 
#Harsimrat Kaur Badal
Should show video of them supporting #FarmersBill at #FarmersProtests",Twitter Web App,0,0,,progress cant have liars lead india politicians with memory loss abd turn kaur badal should show video them supporting,NEGATIVE
1460,2020-12-24 07:19:58,"A delegation from the Indian National Congress comprising Shri @RahulGandhi, Shri @ghulamnazad and Shri @adhirrcinc called on President Kovind at @rashtrapatibhvn 
2 Cr Farmers have signed against Modi Govt’s 3 Black laws 
#CongressMarchesForFarmers
#FarmersProtests #FarmersBill https://t.co/xm2HE8hs1S",Twitter for Android,2,3,"Madhubani, India",delegation from the indian national congress comprising shri shri and shri called president kovind farmers have signed against modi govts black laws,POSITIVE
1461,2020-12-24 07:18:50,LIVE: Shri Rahul Gandhi addresses the media after meeting with the Hon'b... https://t.co/KbYGcUMKZA via @YouTube “This is an assault on the Idea of India “ said @RahulGandhi  while answering to the press #FarmersBill #FarmersProtests @INCIndia,Twitter for iPhone,0,1,,live shri rahul gandhi addresses the media after meeting with the honb via this assault the idea india said while answering the press,NEGATIVE
1462,2020-12-24 07:14:02,"Why does @RahulGandhi  intimidate Modi ji?

#FarmersBill",Twitter for iPhone,2,12,,why does intimidate modi,NEGATIVE
1463,2020-12-24 07:13:19,"Not everyone is fooled by the fake protests .

Hear him speak about the #FarmersBill #MSP #Mandi and the Propoganda against Adani Ambani 

(A bit long video but valid points mentioned and must be heard)
#FarmersProtest https://t.co/bWoXb4i082",Twitter for Android,2,5,India,not everyone fooled the fake protests hear him speak about the and the propoganda against adani ambani bit long video but valid points mentioned and must heard,POSITIVE
1464,2020-12-24 07:10:00,"Security remained tight at the Delhi borders with hundreds of personnel deployed at Singhu, Ghazipur and Tikri as thousands of farmers have been staging their protests

#FarmersProtest #FarmersBill #farmers 
https://t.co/4BtzHpg5yN",TweetDeck,0,2,India,security remained tight the delhi borders with hundreds personnel deployed singhu ghazipur and tikri thousands farmers have been staging their protests,NEGATIVE
1465,2020-12-24 07:07:06,"A month into #FarmersProtests , govt is working towards having silos at various major and minor ports, multi-modal logistics park and inland waterways across #India 

Brace for a longer peaceful battle?

#FarmersBill #KisanMorcha #KisanAndolan https://t.co/ekcaq6GzT7",Twitter Web App,1,1,Mumbai,month into govt working towards having silos various major and minor ports multimodal logistics park and inland waterways across brace for longer peaceful battle,NEGATIVE
1466,2020-12-24 07:06:08,"Farmers protest: Farmers won't go back until laws are repealed, @RahulGandhi  says #FarmersProtestHijacked  #FarmersBill #FarmerBill2020",Twitter Web App,0,0,"Mumbai, India",farmers protest farmers wont back until laws are repealed says,NEGATIVE
1467,2020-12-24 07:00:52,"BJP govt 'defaming' farmers instead of listening to them, 

Government must engage the protesters, listen to what they say. The future of crucial agriculture reform depends on it

#priyankagandhi #FarmerBill2020 #FarmersBill #Farmers            #CongressMarchForFarmers https://t.co/KOAIVAbTgN",Twitter Web App,4,3,Barcelona,bjp govt defaming farmers instead listening them government must engage the protesters listen what they say the future crucial agriculture reform depends,NEGATIVE
1468,2020-12-24 06:56:53,"@RahulGandhi can barely string together a coherent reason for his opposition to the #FarmersBill except ranting ad nauseum that it is ""anti-farmer."" Bro, you are a failed politician, accept it and move on to Bangkok or wherever! @INCIndia #Congress #FarmersProtests https://t.co/XnjuXJLvup",Twitter Web App,0,0,Mumbai & Goa,can barely string together coherent reason for his opposition the except ranting nauseum that antifarmer bro you are failed politician accept and move bangkok wherever,NEGATIVE
1469,2020-12-24 06:54:02,"President has met a @INCIndia 
delegation of @RahulGandhi @ghulamnazad and @adhirrcinc to submit signatures #FarmersBill @NewIndianXpress",Twitter for Android,1,0,Delhi,president has met delegation and submit signatures,POSITIVE
1470,2020-12-24 06:53:14,"What is the solution on #FarmersBill ? 
Listen @priyankagandhi Ji..

#किसान_बिल #Congress 

@RahulGandhi
@INCIndia https://t.co/VGe8kagXxW",Twitter for iPhone,7,17,New Delhi/Haryana India,what the solution listen सन_बल,NEGATIVE
1471,2020-12-24 06:52:12,"In this fight for the safety &amp; security of our farmers &amp; nation's future,

Congress party stands, undeterred &amp; unrelenting, until justice prevails.

#priyankagandhi #delhi #FarmersBill #FarmersProtest2020          #CongressMarchForFarmers https://t.co/2PbD7Utnqm",Twitter Web App,1,2,Barcelona,this fight for the safety amp security our farmers amp nations future congress party stands undeterred amp unrelenting until justice prevails,NEGATIVE
1472,2020-12-24 06:49:10,"@ANI It's called new law 
#FarmersBill",Twitter for Android,0,0,Bharat ,its called new law,NEGATIVE
1473,2020-12-24 06:48:25,"@PTI_News And it is #Congress 's responsibility to instigate #Farmers with lies on #FarmersBill and to create as many hurdles as possible to use dirty #farmerpolitics to continue the ""andolan"" 🙄
#FarmersProtestHijacked
#congressbetrayedfarmers 
#CongressMuktBharat",Twitter for Android,0,0,"Gujarat, India",and responsibility instigate with lies and create many hurdles possible use dirty continue the andolan,NEGATIVE
1474,2020-12-24 06:48:15,"@RahulGandhi is talking about 5 crony capitalist who @narendramodi is helping..he should vouch that @INCIndia will not take any donations for party from these crony capitalist 😅..just drama !!
#Farmers
#FarmersProtests 
#FarmersBill",Twitter for Android,0,0,,talking about crony capitalist who helpinghe should vouch that will not take any donations for party from these crony capitalist just drama,NEGATIVE
1475,2020-12-24 06:47:26,@ANI Take back #FarmersBill ..#Farmers don't want to work under Corporate,Twitter for Android,0,1,"Chandigarh, India",take back dont want work under corporate,NEGATIVE
1476,2020-12-24 06:42:46,The Clown Prince of India @RahulGandhi is threatening #PMModi on #FarmersBill claiming to have signatures of 2crore farmers. The list doesn't have the addresses of the famers who signed.,Twitter for Android,0,0,,the clown prince india threatening claiming have signatures crore farmers the list doesnt have the addresses the famers who signed,NEGATIVE
1477,2020-12-24 06:28:09,"Senior Congress leaders and CWC members including Smt. Priyanka Gandhi detained by Delhi Police on their way to Rashtrapati Bhavan.

#FarmersBill",Twitter for Android,0,0,India,senior congress leaders and cwc members including smt priyanka gandhi detained delhi police their way rashtrapati bhavan,NEGATIVE
1478,2020-12-24 06:27:19,The farm laws: How not to do reforms - opinion - Hindustan Times https://t.co/rmU6HEacwn #farmersrprotest #Punjab #ModiNaukarAmbaniKa #Ambani #AdaniAmbaniGang #FarmerBill2020 #FarmersBill #farmersday #Corporate #mandi,Twitter Web App,1,1,,the farm laws how not reforms opinion hindustan times,NEGATIVE
1479,2020-12-24 06:26:23,"What is Modi govt afraid of in taking these signed letters ??
#FarmersBill
#PriyankaGandhi https://t.co/JIeaYTNw88",Twitter for Android,41,75,"Mumbai, India",what modi govt afraid taking these signed letters,NEGATIVE
1480,2020-12-24 06:24:12,If the farmer is rich so is the nation. #FarmersProtestDelhi2020 #supportfarmers #FarmersBill https://t.co/8qnlcWjFMo,Twitter for iPhone,0,4,"Chennai, India",the farmer rich the nation,POSITIVE
1481,2020-12-24 06:18:18,"Using digital to steal people's data to sell, using farm bills to steal people's land. #FarmersBill #Farmersday2020 #DigitalIndia https://t.co/KCtk2zOdTF",Twitter for Android,0,0,,using digital steal peoples data sell using farm bills steal peoples land,NEGATIVE
1482,2020-12-24 06:18:08,"Why can't even MPs &amp; Congress leaders be allowed to March towards Presidents house ??? @narendramodi the more you resist, more we will emerge stronger. #FarmersBill https://t.co/3xDASGGqfs",Twitter for iPhone,19,43,,why cant even mps amp congress leaders allowed march towards presidents house the more you resist more will emerge stronger,NEGATIVE
1483,2020-12-24 06:14:37,A delegations of opposition leaders led by @RahulGandhi met with @rashtrapatibhvn to repeal the #FarmersBill . BJP is juggling through impose section 144 around @INCIndia headquarter. @shikhagulka @sk2advocate @RAMCHAN13198642 @SauravS_13 @SamvediVed @WhoNeerajKumar https://t.co/CzjI2iSYeH,Twitter for Android,4,11,,delegations opposition leaders led met with repeal the bjp juggling through impose section around headquarter,NEGATIVE
1484,2020-12-24 06:13:56,#FarmersProtestHijacked #FarmersBill #RealFarmersWithModi the world must know the truth of these people 😞 https://t.co/zGLHOYh4Ni,Twitter for iPhone,0,0,,the world must know the truth these people,POSITIVE
1485,2020-12-24 06:12:10,"#Farmers are wasting their time and effort to reverse the #FarmersBill and I think Modi isn't going take it back...

I've an idea that you should go for #Khalistan and make your own country then you are the law maker.
#SupportKhalistan",Twitter for Android,0,0,,are wasting their time and effort reverse the and think modi isnt going take back ive idea that you should for and make your own country then you are the law maker,NEGATIVE
1486,2020-12-24 06:12:09,"Trolling level @khansirpatna 
#FarmersBill
😂😂😂 https://t.co/xGmEwSRUFK",Twitter for Android,2,4,Dubai ,trolling level,NEGATIVE
1487,2020-12-24 06:11:56,"Today, @INCIndia supporting #FarmersProtests - Can they answer why don't they did all these in last 60 years, which they're demanding today?

#PoliticsToday #Farmers #FarmersBill",Twitter Web App,2,14,New Delhi,today supporting can they answer why dont they did all these last years which theyre demanding today,NEGATIVE
1488,2020-12-24 06:11:44,@BJP4Punjab #KhattarYogiKisaanVirodhi mind it #FarmersBill @iamsunnydeol https://t.co/0ZM1wvcrLQ,Twitter for iPhone,0,0,,mind,POSITIVE
1489,2020-12-24 06:09:49,Shame shame on #GodiMedia #KhattarYogiKisaanVirodhi #FarmersBill https://t.co/kqsMjL7va4 https://t.co/4CQE2y2FFi,Twitter for iPhone,0,0,,shame shame,NEGATIVE
1490,2020-12-24 06:06:45,"Our old age farmers are fighting against #FarmersBill in this cold winter.
Senior citizens of Geetanjali Residence, are also fighting illegal encroachment from #Patanjali University builder in this cold winter. Let's Fight!
 #Boycott_Patanjali_University #विपक्ष_किसानों_का_साथ_दो https://t.co/Ib3MZTLJP8",Twitter Web App,1,5,"Haridwar, India",our old age farmers are fighting against this cold winter senior citizens geetanjali residence are also fighting illegal encroachment from university builder this cold winter lets fight पकष_कसन_क_सथ_द,NEGATIVE
1491,2020-12-24 06:06:41,Truckloads of signed letters from farmers... #FarmersBill https://t.co/LJOuRBEJt6,Twitter for iPhone,5,10,,truckloads signed letters from farmers,NEGATIVE
1492,2020-12-24 06:04:31,"Farm law finds support from top academicians across India 
Those who have consented includes professors from IIM, IIT, TIFR etc.
#FarmersBill #FarmersWithModi https://t.co/keimnEHx4i",Twitter for Android,2,2,United States,farm law finds support from top academicians across india those who have consented includes professors from iim iit tifr etc,POSITIVE
1493,2020-12-24 05:57:16,". @INCIndia march has started led by @RahulGandhi!

They've been stopped by police. They are sitting on road and protesting in front of INC office
#FarmersBill",Twitter for Android,0,0,"Bhuvanagiri, India",march has started led theyve been stopped police they are sitting road and protesting front inc office,NEGATIVE
1494,2020-12-24 05:51:17,Given these clinching evidence farmer's concerns are Absolutely Right. Apparently Modi GOVT has already sold it's soul &amp; conscience to Capitalists like #Adani &amp; #Ambani . #BoycottRelianceProducts #FarmerBill2020 #Farmers #FarmersBill #FarmersPotestingOnFarmersDay #farmersrprotest https://t.co/sOOIzUqs5e,Twitter for Android,0,0, India,given these clinching evidence farmers concerns are absolutely right apparently modi govt has already sold its soul amp conscience capitalists like amp,NEGATIVE
1495,2020-12-24 05:51:01,"The Modi govt. should accept the demands of farmers. It is inhumane to leave them in this cold weather. Farmers are valuable to every country. RESPECT FOR THEM 🙏
#KhattarYogiKisaanVirodhi #KhattarYogiKisaanVirodi #FarmerBill2020 #kisanandolan #kisanprotest #FarmersBill #Farmers",Twitter Web App,0,0,Pk,the modi govt should accept the demands farmers inhumane leave them this cold weather farmers are valuable every country respect for them,POSITIVE
1496,2020-12-24 05:50:07,"I am surprised. During childhood my fav actor Bhism pitama, Jabaz &amp; Shaktiman now become Duryodhan, yakku &amp; Kilvis.

At least thoda humanity bachaa k rakh lete Mukesh. 

#IndianArmy #BoycottAmbaniAdani #FarmersBill #DiljitDosanjh @SrBachchan @rautsanjay61 @bollywood_life https://t.co/qs1qKAkMNd",Twitter for Android,0,0,India,surprised during childhood fav actor bhism pitama jabaz amp shaktiman now become duryodhan yakku amp kilvis least thoda humanity bachaa rakh lete mukesh,NEGATIVE
1497,2020-12-24 05:45:42,"Farmers was paid Rs. 7 per kg for his corn and @PypAyurved patanjli selling it for Rs. 44, 6 times more!!!!
And they @PMOIndia @BJP4India @nstomar say #FarmersBill are for benefiting the farmers?! 
#विपक्ष_किसानों_का_साथ_दो 
#FarmersPortests 
#KhattarYogiKisaanVirodhi https://t.co/x9pLxRq91T",Twitter for Android,0,0,,farmers was paid per for his corn and patanjli selling for times more and they say are for benefiting the farmers पकष_कसन_क_सथ_द,NEGATIVE
1498,2020-12-24 05:45:33,"A farmer is a magician who produces
Money from mud👨‍🌾👨‍🌾
#FarmerBill2020 #FarmersProtestHijacked #FarmersWithModi #FarmersBill #farmersday #FarmerProtests #farmerprotestdelhi2020 #farmerprotest2020",Twitter for Android,0,2,,farmer magician who produces money from mud,NEGATIVE
1499,2020-12-24 05:45:26,"@RahulGandhi #FarmersBill
#Pappu 
#RahulGlobalInsult 
#पप्पू_का_प्रमाणपत्र 
 internationally hits the shining image of @RahulGandhi mentioning in his autobiography #BarDancerDay as lacking aptitude &amp; a nervous student.! 😆😂😆
Some insults
https://t.co/3yQ8s0MnGs",Twitter for Android,1,4,Visakhapatnam,प_क_परमणपतर internationally hits the shining image mentioning his autobiography lacking aptitude amp nervous student some insults,NEGATIVE
1500,2020-12-24 05:42:51,"These are the farmers opposing the bills 😂😂
Do watch the end😅😅
#FarmerBill2020 
#FarmersBill 
#FarmersProtestHijacked https://t.co/nsULE70JZA",Twitter for Android,0,0,"New Delhi, India",these are the farmers opposing the bills watch the end,NEGATIVE
1501,2020-12-24 05:41:04,@sardesairajdeep NOBODY HAS STILL NOT ANSWERD THAT WHY SO CALLED POWER HUNGRY MODI TAKING POLITICAL RISK BY STICKING TO HIS #FarmersBill ?????@BDUTT @ShekharGupta @SreenivasanJain @ambkcsingh @aroonpurie @rajchengappa @Rahulshrivstv @javedmansari @PrabhuChawla @Ram_Guha,Twitter for Android,0,0,"Ahmadabad City, India",nobody has still not answerd that why called power hungry modi taking political risk sticking his,NEGATIVE
1502,2020-12-24 05:29:27,"The United States sends billions of dollars every year to India for agricultural products, and those funds should not be used to destroy farming communities or impoverish the people that work the land.https://t.co/IL6hKJkslU
#indicanews #Farmers #FarmersBill #FarmersBill2020 https://t.co/3GqAH5Ol7H",Twitter Web App,0,1,"California, USA",the united states sends billions dollars every year india for agricultural products and those funds should not used destroy farming communities impoverish the people that work the land,NEGATIVE
1503,2020-12-24 05:25:39,"To the Sanghi and Godi-Media

#FarmerBill2020 
#IndiaWithFarmers 
#ModiSellingFarmers
#FarmersBill
#umr https://t.co/Wp5JgrIYLe",Twitter for Android,0,1,"केरल, भारत",the sanghi and godimedia,POSITIVE
1504,2020-12-24 05:12:23,"Resistance to reform or change is human trait they don't want change to circumstances n changing times ..most f us want to maintain status qoue that creates confusion among farmers from certain regions.
#FarmersBill is in interest f farmers n nation' ari growth n diversification. https://t.co/jEbo3LVzJY",Twitter for Android,0,1,"Patna, Bihar",resistance reform change human trait they dont want change circumstances changing times most want maintain status qoue that creates confusion among farmers from certain regions interest farmers nation ari growth diversification,NEGATIVE
1505,2020-12-24 05:12:05,#KhattarYogiKisaanVirodhi #ModiAgainstFarmers #FarmersProstests #FarmerBill2020 #FarmersBill  Modi is adamant to save the business of his Seth ji.,Twitter for iPhone,0,2,"Bengaluru, Karnataka, India",modi adamant save the business his seth,POSITIVE
1506,2020-12-24 05:09:11,This #FarmersBill #FarmLaws  now is an epic fight between those who are/understand essentials and armchair experts. @employonomics @bsdhanoa https://t.co/xwbeSjEbVK,Twitter Web App,0,3,"New Delhi, India",this now epic fight between those who areunderstand essentials and armchair experts,POSITIVE
1507,2020-12-24 05:08:25,"@dildinice I will talk to you about #FarmersBill

#KhattarYogiKisaanVirodhi",Twitter for Android,0,5,"Amritsar, Punjab",will talk you about,POSITIVE
1508,2020-12-24 05:01:16,"What happens when #states have passed #ordinances  against #FarmersBill , like #punjab #Delhi n other states......will new bill impliment over there or what?",Twitter for Android,0,1,,what happens when have passed against like other stateswill new bill impliment over there what,NEGATIVE
1509,2020-12-24 05:00:22,Truckload of #FarmersSignatures heading to President of India 🇮🇳 by a delegation led by @RahulGandhi Ji to repeal the #draconian #FarmersBill https://t.co/lujwI8c1UO,Twitter for iPhone,1,0,India,truckload heading president india delegation led repeal the,NEGATIVE
1510,2020-12-24 04:58:39,#Congress to take these 2 truck loads packed with 2 crore signature appeals by farmers against the #FarmersBill seeking the President’s intervention to repeal the laws and enact fresh laws including guaranteed MSP. The delegation to be led by #RahulGandhi https://t.co/qtdrTMjBzG,Twitter for iPhone,1,5,New Delhi,take these truck loads packed with crore signature appeals farmers against the seeking the presidents intervention repeal the laws and enact fresh laws including guaranteed msp the delegation led,NEGATIVE
1511,2020-12-24 04:58:32,"Bus parked, leaders have started arriving @INCIndia all set to March to the President to submit 2 crore signatures of farmers seeking his intervention to end the impasse. Delegation to be led by #RahulGandhi

#Congress #FarmersBill https://t.co/30bB0qCJ2c",Twitter for iPhone,0,2,New Delhi,bus parked leaders have started arriving all set march the president submit crore signatures farmers seeking his intervention end the impasse delegation led,NEGATIVE
1512,2020-12-24 04:56:26,Voice from Bay Area @facebook HQ farmer protest to support Indian farmers. One voice for solidarity #FarmerBill2020 #isupportfarmars #FarmersBill #Farmers @ndtv @ravishndtv https://t.co/rKmIqNWq2F,Twitter for iPhone,0,1,"San Francisco, CA/Gadarwara MP",voice from bay area farmer protest support indian farmers one voice for solidarity,POSITIVE
1513,2020-12-24 04:56:25,"A few days back a medical camp was organized by ""Moga Medicity Hospital"" in the service of farmers on the Delhi border, with special coverage by Punjab Kesari Haryana, in which Ashu Banger gave full details of the camp.@ArvindKejriwal @JarnailSinghAAP #FarmersBill @AAPPunjab https://t.co/1W1KJqZxN5",Twitter for Android,0,0,"Moga, India",few days back medical camp was organized moga medicity hospital the service farmers the delhi border with special coverage punjab kesari haryana which ashu banger gave full details the camp,POSITIVE
1514,2020-12-24 04:45:49,This will not go in vain Sir !!#FarmersProtests #FarmersBill https://t.co/y4vRlLNUZJ,Twitter for iPhone,0,0,India,this will not vain sir,POSITIVE
1515,2020-12-24 04:43:25,"@narendramodi seems to be playing one thing very smartly: The most controversial decisions are taken just before the winters so that protestors get weakened by the harsh weather if they protest in #Delhi.

Happen during anti-CAA. Happening now with #FarmersBill.",Twitter Web App,0,0,,seems playing one thing very smartly the most controversial decisions are taken just before the winters that protestors get weakened the harsh weather they protest happen during anticaa happening now with,NEGATIVE
1516,2020-12-24 04:37:03,True modi nothing but jumla only 370 article removal good rest demonetisation of every fabric in India Be it direct payment #FarmersBill #FarmLaws etc https://t.co/qMNIAy8oXs,Twitter for Android,0,0,fort kochi,true modi nothing but jumla only article removal good rest demonetisation every fabric india direct payment etc,NEGATIVE
1517,2020-12-24 04:33:48,"@nstomar you are a dictator and we all know that you have passed illegal #FarmersBill to rob Indians 🇮🇳 by storing commodities and selling than at high rates, you are hand in glove with Ambani/Adani. #FarmersProtests https://t.co/kHEb09drZS",Twitter for iPhone,0,0,"Charlotte,NC",you are dictator and all know that you have passed illegal rob indians storing commodities and selling than high rates you are hand glove with ambaniadani,NEGATIVE
1518,2020-12-24 04:32:20,https://t.co/70botm1eRE #FarmersBill  Let’s put us on their shoes to understand their concerns instead of being biased .. Our lives indebted to them forever,Twitter for iPhone,0,0,,lets put their shoes understand their concerns instead being biased our lives indebted them forever,POSITIVE
1519,2020-12-24 04:31:07,"Know the facts and kick out myths
#ModiWithFarmers #FarmersWithModi #FarmersBill 

@trsriniwas @baddammahipal_b @KarunaGopal1 @VikasGodas @ProNaMoSeva @Vyshnav4Bharat @srikhande_umesh https://t.co/hGMGa2ExyY",Twitter for Android,1,5,Hyderabad,know the facts and kick out myths,POSITIVE
1520,2020-12-24 03:54:38,"There was a time when it was #Farmers VS #NewFarmbill, Now it is #AntiNationals VS #Government, #ProKhalistanis VS #Indians and #Left VS #LAw

#FarmersProtestHijacked #FarmersBill https://t.co/CZjb751zN9",Twitter Web App,1,3,,there was time when was now and,NEGATIVE
1521,2020-12-24 03:29:59,"#Haryana Attempt to murder case against 13 farmers for allegedly blocking Haryana CM Khattar's convoy

#khattar #CM #HaryanaPolice #FarmerBill2020 #protests2020 #farmer #FarmersBill",Twitter for Android,0,1,"JNU, New Delhi/Haryana",attempt murder case against farmers for allegedly blocking haryana khattars convoy,NEGATIVE
1522,2020-12-24 03:13:41,"@mssirsa @Uppolice @myogiadityanath This is 💯%🆗
These IDIOTS are trying to not only disturb &amp; destroy life of some FIVE CRORE INNOCENT DelhiNCR RESIDENTS but threatening democracy by holding capital of India on ransom.
I support #FarmersBill @nstomar @PMOIndia @AmitShah #FarmersProtestHijacked #FarmersWithModi 👍🏽",Twitter Web App,0,0,,this these idiots are trying not only disturb amp destroy life some five crore innocent delhincr residents but threatening democracy holding capital india ransom support,NEGATIVE
1523,2020-12-24 03:05:42,"#farmer #FarmersBill insecurities, fear of loss of a way of life, forced emigration.....
https://t.co/Gq6NAQfFtC",Twitter for Android,0,0,new delhi,insecurities fear loss way life forced emigration,NEGATIVE
1524,2020-12-24 02:55:09,"What is @NCWIndia doing! After such a comments for women from these kindda people!
#Pseudo #feminists hinding their faces

#FarmersProtestHijacked 
#FarmersBill 
@KapilMishra_IND https://t.co/ze4O94Xvfo",Twitter for iPhone,0,0,Rajgurunagar,what doing after such comments for women from these kindda people hinding their faces,NEGATIVE
